country_code,year,medal_count,country_name,gdp,athlete_count,ratio
NZL,2004,6,New Zealand,103905882352.941,184,0.03260869565217391
NZL,2008,15,New Zealand,133279679482.674,201,0.07462686567164178
NZL,2012,27,New Zealand,176192886551.397,204,0.1323529411764706
NZL,2016,36,New Zealand,184969146624.47,232,0.15517241379310345
PAK,1960,14,Pakistan,3707055900.88198,53,0.2641509433962264
PAK,1964,16,Pakistan,5130407727.84544,47,0.3404255319148936
PAK,1968,13,Pakistan,8090088555.2289,15,0.8666666666666667
PAK,1972,15,Pakistan,9309109764.07784,26,0.5769230769230769
PAK,1976,16,Pakistan,13338484979.798,24,0.6666666666666666
PAK,1984,16,Pakistan,31151824658.6524,33,0.48484848484848486
PAK,1988,1,Pakistan,38472741737.3968,33,0.030303030303030304
PAK,1992,16,Pakistan,48635176852.7673,28,0.5714285714285714
PAN,2008,1,Panama,24522200000,5,0.2
PER,1984,1,Peru,17599660054.286,44,0.022727272727272728
PER,1988,12,Peru,15439408447.2288,26,0.46153846153846156
PER,1992,1,Peru,36139225287.9079,21,0.047619047619047616
POL,1992,46,Poland,94337050693.2727,361,0.12742382271468145
POL,1996,22,Poland,159942880456.956,207,0.10628019323671498
POL,2000,24,Poland,171885598582.637,240,0.1
POL,2004,12,Poland,255102252843.395,224,0.05357142857142857
POL,2008,20,Poland,533815789473.684,316,0.06329113924050633
POL,2012,12,Poland,500284003684.372,256,0.046875
POL,2016,16,Poland,471364408713.956,289,0.05536332179930796
QAT,1992,1,Qatar,7646153983.51648,30,0.03333333333333333
QAT,2000,1,Qatar,17759890109.8901,19,0.05263157894736842
QAT,2012,2,Qatar,186833516483.516,14,0.14285714285714285
QAT,2016,1,Qatar,152451923076.923,42,0.023809523809523808
ROU,1988,58,Romania,40809523809.5238,197,0.29441624365482233
ROU,1992,53,Romania,25121666666.6667,368,0.14402173913043478
ROU,1996,38,Romania,37182938696.0752,284,0.13380281690140844
ROU,2000,46,Romania,37438527799.5302,252,0.18253968253968253
ROU,2004,39,Romania,76216441462.1442,193,0.20207253886010362
ROU,2008,22,Romania,208181626900.631,172,0.12790697674418605
ROU,2012,16,Romania,171664638717.49,155,0.1032258064516129
ROU,2016,16,Romania,187592037839.968,121,0.1322314049586777
RUS,1996,115,Russian Federation,391719993756.828,552,0.20833333333333334
RUS,2000,187,Russian Federation,259708496267.33,602,0.3106312292358804
RUS,2004,189,Russian Federation,591016690742.798,593,0.31871838111298484
RUS,2008,142,Russian Federation,1660844408499.61,600,0.23666666666666666
RUS,2012,140,Russian Federation,2210256976945.38,549,0.2550091074681239
RUS,2016,115,Russian Federation,1283162985989.3,406,0.2832512315270936
SEN,1988,1,Senegal,4985153202.5374,35,0.02857142857142857
SGP,1960,1,Singapore,704462302.365086,5,0.2
SGP,2008,3,Singapore,192225881687.752,36,0.08333333333333333
SGP,2012,4,Singapore,289162118908.538,36,0.1111111111111111
SGP,2016,1,Singapore,296975678610.206,32,0.03125
SRB,2008,15,Serbia,49259526052.7426,97,0.15463917525773196
SRB,2012,16,Serbia,40742313861.1374,134,0.11940298507462686
SRB,2016,54,Serbia,38299854688.1277,127,0.4251968503937008
SUR,1988,1,Suriname,1160900000,10,0.1
SUR,1992,1,Suriname,404600000,9,0.1111111111111111
SVK,1996,3,Slovak Republic,27821913814.9556,98,0.030612244897959183
SVK,2000,6,Slovak Republic,29114875621.8905,132,0.045454545454545456
SVK,2004,10,Slovak Republic,57240535137.8197,84,0.11904761904761904
SVK,2008,10,Slovak Republic,100324627215.468,67,0.14925373134328357
SVK,2012,5,Slovak Republic,93413992955.8972,65,0.07692307692307693
SVK,2016,8,Slovak Republic,89768598023.3903,63,0.12698412698412698
SWE,1960,7,Sweden,14842870293.4207,330,0.021212121212121213
SWE,1964,15,Sweden,21137242560.8543,278,0.0539568345323741
SWE,1968,9,Sweden,29143383490.5896,298,0.030201342281879196
SWE,1972,22,Sweden,48263914958.8443,287,0.07665505226480836
SWE,1976,10,Sweden,88102107647.0993,241,0.04149377593360996
SWE,1980,20,Sweden,140088635568.375,310,0.06451612903225806
SWE,1984,34,Sweden,107661673734.858,352,0.09659090909090909
SWE,1988,16,Sweden,204068257817.6,377,0.042440318302387266
SWE,1992,35,Sweden,280312318915.485,388,0.09020618556701031
SWE,1996,31,Sweden,288103936773.039,233,0.13304721030042918
SWE,2000,32,Sweden,259802012617.057,198,0.16161616161616163
SWE,2004,12,Sweden,381705425301.746,157,0.07643312101910828
SWE,2008,7,Sweden,513965650650.119,169,0.04142011834319527
SWE,2012,22,Sweden,543880647757.404,168,0.13095238095238096
SWE,2016,28,Sweden,514459972806.171,186,0.15053763440860216
SYR,1984,1,Syrian Arab Republic,17503082982.2832,9,0.1111111111111111
SYR,1996,1,Syrian Arab Republic,13789560878.2435,8,0.125
SYR,2004,1,Syrian Arab Republic,25086930693.0693,6,0.16666666666666666
THA,1976,1,Thailand,16985211146.0238,62,0.016129032258064516
THA,1984,1,Thailand,41797592963.4424,40,0.025
THA,1988,1,Thailand,61667199834.7428,15,0.06666666666666667
THA,1992,1,Thailand,111452869378.467,64,0.015625
THA,1996,2,Thailand,183035154107.494,58,0.034482758620689655
THA,2000,3,Thailand,126392308497.749,68,0.04411764705882353
THA,2004,8,Thailand,172895476152.592,51,0.1568627450980392
THA,2008,4,Thailand,291383081231.82,53,0.07547169811320754
THA,2012,3,Thailand,397559992407.45,43,0.06976744186046512
THA,2016,6,Thailand,407026127310.434,58,0.10344827586206896
TJK,2008,2,Tajikistan,5161336170.46084,16,0.125
TJK,2012,1,Tajikistan,7633049792.09321,16,0.0625
TJK,2016,1,Tajikistan,6951657158.90093,7,0.14285714285714285
TTO,1964,6,Trinidad and Tobago,711893367.55527,18,0.3333333333333333
TTO,1976,1,Trinidad and Tobago,2500410583.79177,20,0.05
TTO,1996,2,Trinidad and Tobago,5759537726.26601,16,0.125
TTO,2000,2,Trinidad and Tobago,8154338232.95978,29,0.06896551724137931
TTO,2004,1,Trinidad and Tobago,13280275123.0354,26,0.038461538461538464
TTO,2008,6,Trinidad and Tobago,27870257894.2347,35,0.17142857142857143
TTO,2012,10,Trinidad and Tobago,25694164489.2373,38,0.2631578947368421
TTO,2016,1,Trinidad and Tobago,21894706041.2353,43,0.023255813953488372
TUN,1968,2,Tunisia,1214666666.66667,8,0.25
TUN,1972,1,Tunisia,2237476420.03773,37,0.02702702702702703
TUN,1996,1,Tunisia,19587322786.1105,52,0.019230769230769232
TUN,2008,1,Tunisia,44856586316.0458,29,0.034482758620689655
TUN,2012,3,Tunisia,45044112939.3687,87,0.034482758620689655
TUN,2016,3,Tunisia,42062549394.7859,65,0.046153846153846156
TUR,1960,9,Turkey,13995067817.5092,64,0.140625
TUR,1964,6,Turkey,11177777777.7778,37,0.16216216216216217
TUR,1968,2,Turkey,17500000000,50,0.04
TUR,1972,1,Turkey,20431095406.3604,50,0.02
TUR,1984,3,Turkey,59989909457.8379,73,0.0410958904109589
TUR,1988,2,Turkey,90852814004.9917,70,0.02857142857142857
TUR,1992,6,Turkey,158459130434.783,71,0.08450704225352113
TUR,1996,6,Turkey,181475555282.555,61,0.09836065573770492
TUR,2000,5,Turkey,272979390595.01,67,0.07462686567164178
TUR,2004,11,Turkey,404786740091.196,74,0.14864864864864866
TUR,2008,7,Turkey,764335657318.479,71,0.09859154929577464
TUR,2012,5,Turkey,873981786532.072,119,0.04201680672268908
TUR,2016,8,Turkey,863711710426.514,119,0.06722689075630252
UGA,1968,2,Uganda,1037815126.05042,14,0.14285714285714285
UGA,1972,2,Uganda,1491596638.6554599,35,0.05714285714285714
UGA,1980,1,Uganda,1244610000,16,0.0625
UGA,1996,1,Uganda,6044585326.938,12,0.08333333333333333
UGA,2012,1,Uganda,23132149256.9744,16,0.0625
UKR,1996,34,Ukraine,44558077827.135,351,0.09686609686609686
UKR,2000,35,Ukraine,31261527363.144,368,0.09510869565217392
UKR,2004,47,Ukraine,64883060725.7003,357,0.13165266106442577
UKR,2008,31,Ukraine,179992405832.321,327,0.09480122324159021
UKR,2012,26,Ukraine,175781379051.433,304,0.08552631578947369
UKR,2016,15,Ukraine,93270479388.5243,272,0.05514705882352941
USA,1960,125,United States,543300000000,533,0.23452157598499063
USA,1964,169,United States,685800000000,619,0.2730210016155089
USA,1968,166,United States,942500000000,664,0.25
USA,1972,171,United States,1282449000000,725,0.23586206896551723
USA,1976,164,United States,1877587000000,705,0.2326241134751773
USA,1984,352,United States,4040693000000,849,0.41460541813898705
USA,1988,207,United States,5252629000000,912,0.22697368421052633
USA,1992,224,United States,6539299000000,968,0.23140495867768596
USA,1996,259,United States,8100201000000,839,0.30870083432657924
USA,2000,242,United States,10284779000000,764,0.31675392670157065
USA,2004,263,United States,12274928000000,726,0.3622589531680441
USA,2008,317,United States,14718582000000,763,0.41546526867627787
USA,2012,248,United States,16155255000000,689,0.3599419448476052
USA,2016,264,United States,18624475000000,719,0.3671766342141864
UZB,1996,2,Uzbekistan,13948892215.5689,95,0.021052631578947368
UZB,2000,4,Uzbekistan,13760374487.51,85,0.047058823529411764
UZB,2004,5,Uzbekistan,12030023547.8807,79,0.06329113924050633
UZB,2008,6,Uzbekistan,29549438883.8338,69,0.08695652173913043
UZB,2012,3,Uzbekistan,51821573338.1312,56,0.05357142857142857
UZB,2016,13,Uzbekistan,67220335569.6147,80,0.1625
VEN,1960,1,"Venezuela, RB",8736939393.93939,54,0.018518518518518517
VEN,1968,1,"Venezuela, RB",11343444444.4444,30,0.03333333333333333
VEN,1976,1,"Venezuela, RB",36187023255.814,56,0.017857142857142856
VEN,1980,1,"Venezuela, RB",67018023255.814,43,0.023255813953488372
VEN,1984,3,"Venezuela, RB",56091900000,44,0.06818181818181818
VEN,2004,2,"Venezuela, RB",112453382329.615,53,0.03773584905660377
VEN,2008,1,"Venezuela, RB",315953388510.678,126,0.007936507936507936
VEN,2012,1,"Venezuela, RB",381286237847.667,85,0.011764705882352941
