country_code,year,medal_count,country_name,gdp
ITA,1984,63,Italy,436443280912.497
ITA,1988,29,Italy,888667913418.625
ITA,1992,45,Italy,1315806985860.17
ITA,1996,71,Italy,1308929351236.04
ITA,2000,65,Italy,1141759996314.72
ITA,2004,104,Italy,1798314750434.57
ITA,2008,42,Italy,2390729163615.06
ITA,2012,68,Italy,2072823157059.76
ITA,2016,72,Italy,1858913163927.72
JAM,1968,1,Jamaica,1083883355.33421
JAM,1972,1,Jamaica,1875048859.93485
JAM,1976,2,Jamaica,2966010229.8977
JAM,1980,3,Jamaica,2679409453.23903
JAM,1984,7,Jamaica,2373566957.49214
JAM,1988,7,Jamaica,3828310734.97795
JAM,1992,4,Jamaica,3530892749.02131
JAM,1996,16,Jamaica,6504445801.34228
JAM,2000,23,Jamaica,8929375580.31569
JAM,2004,13,Jamaica,10150978154.5484
JAM,2008,14,Jamaica,13678606692.2655
JAM,2012,25,Jamaica,14800165406.7733
JAM,2016,30,Jamaica,14056908749.3505
JOR,2016,1,Jordan,38654727746.4789
JPN,1960,31,Japan,44307342950.4
JPN,1964,62,Japan,81749006381.5111
JPN,1968,63,Japan,146601072685.511
JPN,1972,56,Japan,316393344649.993
JPN,1976,41,Japan,583142956487.974
JPN,1984,49,Japan,1309740021609.74
JPN,1988,20,Japan,3050637784817.52
JPN,1992,47,Japan,3897826229662.86
JPN,1996,42,Japan,4833712542207.1
JPN,2000,44,Japan,4887519660744.86
JPN,2004,93,Japan,4815148854362.11
JPN,2008,51,Japan,5037908465114.48
JPN,2012,84,Japan,6203213121334.12
JPN,2016,64,Japan,4940158776617.16
KAZ,1996,11,Kazakhstan,21035357832.8019
KAZ,2000,7,Kazakhstan,18291990619.137
KAZ,2004,8,Kazakhstan,43151647002.6096
KAZ,2008,13,Kazakhstan,133441612246.798
KAZ,2012,13,Kazakhstan,207998568865.789
KAZ,2016,18,Kazakhstan,137278320084.171
KEN,1964,1,Kenya,998759333.637333
KEN,1968,12,Kenya,1353295457.51798
KEN,1972,12,Kenya,2107279157.38336
KEN,1984,3,Kenya,6191437070.43467
KEN,1988,9,Kenya,8355380879.12955
KEN,1992,8,Kenya,8209129171.73649
KEN,1996,8,Kenya,12045858436.2399
KEN,2000,7,Kenya,12705357103.0056
KEN,2004,7,Kenya,16095337093.8366
KEN,2008,15,Kenya,35895153327.8497
KEN,2012,11,Kenya,50412754821.9795
KEN,2016,13,Kenya,70529014778.3251
KGZ,2000,1,Kyrgyz Republic,1369693171.43504
KGZ,2008,2,Kyrgyz Republic,5139957784.91084
KOR,1964,3,"Korea, Rep.",3458518493.92483
KOR,1968,2,"Korea, Rep.",6117260075.90819
KOR,1972,1,"Korea, Rep.",10842220468.8335
KOR,1976,17,"Korea, Rep.",29779338842.9752
KOR,1984,41,"Korea, Rep.",96597434179.5082
KOR,1988,77,"Korea, Rep.",196964195387.371
KOR,1992,49,"Korea, Rep.",350051111253.443
KOR,1996,66,"Korea, Rep.",598099073901.423
KOR,2000,73,"Korea, Rep.",561633125839.994
KOR,2004,52,"Korea, Rep.",764880644710.649
KOR,2008,78,"Korea, Rep.",1002219052967.54
KOR,2012,61,"Korea, Rep.",1222807284485.31
KOR,2016,26,"Korea, Rep.",1411245589976.63
LTU,1996,11,Lithuania,8385109020.28485
LTU,2000,17,Lithuania,11539211480.3625
LTU,2004,3,Lithuania,22649930576.2543
LTU,2008,5,Lithuania,47850551148.8365
LTU,2012,5,Lithuania,42847900765.8065
LTU,2016,7,Lithuania,42738875963.3703
MAR,1960,1,Morocco,2037150716.33238
MAR,1984,2,Morocco,14824728528.4604
MAR,1988,3,Morocco,25705296183.5037
MAR,1992,3,Morocco,33711069430.78
MAR,1996,2,Morocco,43161452678.4383
MAR,2000,5,Morocco,38857251336.3448
MAR,2004,3,Morocco,59626020162.3816
MAR,2008,2,Morocco,92507257783.5697
MAR,2012,1,Morocco,98266306615.3632
MAR,2016,1,Morocco,103606321692.582
MDA,1996,3,Moldova,1695130456.52174
MDA,2000,2,Moldova,1288429150.51394
MDA,2008,1,Moldova,6054806100.84681
MDA,2012,2,Moldova,7284686576.2835
MEX,1960,1,Mexico,13056168000
MEX,1964,1,Mexico,20070136000
MEX,1968,9,Mexico,29363632000
MEX,1972,1,Mexico,45178120000
MEX,1976,2,Mexico,89023915584.4156
MEX,1980,10,Mexico,194356826086.957
MEX,1984,6,Mexico,175632157330.155
MEX,1988,2,Mexico,183144268180.018
MEX,1992,1,Mexico,363609256195.677
MEX,1996,1,Mexico,397404140458.457
MEX,2000,6,Mexico,683647965226.955
MEX,2004,4,Mexico,770267585947.191
MEX,2008,4,Mexico,1101275278668.79
MEX,2012,24,Mexico,1186598324461.82
MEX,2016,5,Mexico,1046922702460.87
MKD,2000,1,"Macedonia, FYR",3772851420.24763
MNE,2012,14,Montenegro,4087724527.81704
MOZ,1996,1,Mozambique,3523842274.89662
MOZ,2000,1,Mozambique,5016469068.50898
NAM,1992,2,Namibia,3448326858.34502
NAM,1996,2,Namibia,3945340776.40546
NOR,1960,2,Norway,5163271598.15702
NOR,1968,6,Norway,10159934136.7838
NOR,1972,8,Norway,17358610849.701
NOR,1976,6,Norway,35942270686.3374
NOR,1984,4,Norway,62057955032.7758
NOR,1988,22,Norway,101900260856.222
NOR,1992,23,Norway,130838040067.584
NOR,1996,23,Norway,163517783497.163
NOR,2000,43,Norway,171315639982.731
NOR,2004,7,Norway,264357494659.388
NOR,2008,22,Norway,462554432624.114
NOR,2012,17,Norway,510229136226.902
NOR,2016,19,Norway,371076190476.19
NZL,1960,3,New Zealand,5485854791.97096
NZL,1964,6,New Zealand,7274144350.81809
NZL,1968,7,New Zealand,5180597620.64135
NZL,1972,14,New Zealand,9567331064.65727
NZL,1976,25,New Zealand,13604832424.0062
NZL,1984,23,New Zealand,21665456808.0473
NZL,1988,24,New Zealand,45176167471.8196
NZL,1992,15,New Zealand,41649298170.9911
NZL,1996,9,New Zealand,70140835299.0148
NZL,2000,4,New Zealand,52623281956.7031
NZL,2004,6,New Zealand,103905882352.941
NZL,2008,15,New Zealand,133279679482.674
NZL,2012,27,New Zealand,176192886551.397
NZL,2016,36,New Zealand,184969146624.47
PAK,1960,14,Pakistan,3707055900.88198
PAK,1964,16,Pakistan,5130407727.84544
PAK,1968,13,Pakistan,8090088555.2289
PAK,1972,15,Pakistan,9309109764.07784
PAK,1976,16,Pakistan,13338484979.798
PAK,1984,16,Pakistan,31151824658.6524
PAK,1988,1,Pakistan,38472741737.3968
PAK,1992,16,Pakistan,48635176852.7673
PAN,2008,1,Panama,24522200000
PER,1984,1,Peru,17599660054.286
PER,1988,12,Peru,15439408447.2288
PER,1992,1,Peru,36139225287.9079
POL,1992,46,Poland,94337050693.2727
POL,1996,22,Poland,159942880456.956
POL,2000,24,Poland,171885598582.637
POL,2004,12,Poland,255102252843.395
POL,2008,20,Poland,533815789473.684
POL,2012,12,Poland,500284003684.372
POL,2016,16,Poland,471364408713.956
QAT,1992,1,Qatar,7646153983.51648
QAT,2000,1,Qatar,17759890109.8901
QAT,2012,2,Qatar,186833516483.516
QAT,2016,1,Qatar,152451923076.923
ROU,1988,58,Romania,40809523809.5238
ROU,1992,53,Romania,25121666666.6667
ROU,1996,38,Romania,37182938696.0752
ROU,2000,46,Romania,37438527799.5302
ROU,2004,39,Romania,76216441462.1442
ROU,2008,22,Romania,208181626900.631
ROU,2012,16,Romania,171664638717.49
ROU,2016,16,Romania,187592037839.968
RUS,1996,115,Russian Federation,391719993756.828
RUS,2000,187,Russian Federation,259708496267.33
RUS,2004,189,Russian Federation,591016690742.798
RUS,2008,142,Russian Federation,1660844408499.61
RUS,2012,140,Russian Federation,2210256976945.38
RUS,2016,115,Russian Federation,1283162985989.3
SEN,1988,1,Senegal,4985153202.5374
SGP,1960,1,Singapore,704462302.365086
SGP,2008,3,Singapore,192225881687.752
SGP,2012,4,Singapore,289162118908.538
SGP,2016,1,Singapore,296975678610.206
SRB,2008,15,Serbia,49259526052.7426
SRB,2012,16,Serbia,40742313861.1374
SRB,2016,54,Serbia,38299854688.1277
SUR,1988,1,Suriname,1160900000
SUR,1992,1,Suriname,404600000
SVK,1996,3,Slovak Republic,27821913814.9556
SVK,2000,6,Slovak Republic,29114875621.8905
SVK,2004,10,Slovak Republic,57240535137.8197
SVK,2008,10,Slovak Republic,100324627215.468
SVK,2012,5,Slovak Republic,93413992955.8972
SVK,2016,8,Slovak Republic,89768598023.3903
SWE,1960,7,Sweden,14842870293.4207
SWE,1964,15,Sweden,21137242560.8543
SWE,1968,9,Sweden,29143383490.5896
SWE,1972,22,Sweden,48263914958.8443
SWE,1976,10,Sweden,88102107647.0993
SWE,1980,20,Sweden,140088635568.375
SWE,1984,34,Sweden,107661673734.858
SWE,1988,16,Sweden,204068257817.6
SWE,1992,35,Sweden,280312318915.485
SWE,1996,31,Sweden,288103936773.039
SWE,2000,32,Sweden,259802012617.057
SWE,2004,12,Sweden,381705425301.746
SWE,2008,7,Sweden,513965650650.119
SWE,2012,22,Sweden,543880647757.404
SWE,2016,28,Sweden,514459972806.171
SYR,1984,1,Syrian Arab Republic,17503082982.2832
SYR,1996,1,Syrian Arab Republic,13789560878.2435
SYR,2004,1,Syrian Arab Republic,25086930693.0693
THA,1976,1,Thailand,16985211146.0238
THA,1984,1,Thailand,41797592963.4424
THA,1988,1,Thailand,61667199834.7428
THA,1992,1,Thailand,111452869378.467
THA,1996,2,Thailand,183035154107.494
THA,2000,3,Thailand,126392308497.749
THA,2004,8,Thailand,172895476152.592
THA,2008,4,Thailand,291383081231.82
THA,2012,3,Thailand,397559992407.45
THA,2016,6,Thailand,407026127310.434
TJK,2008,2,Tajikistan,5161336170.46084
TJK,2012,1,Tajikistan,7633049792.09321
TJK,2016,1,Tajikistan,6951657158.90093
TTO,1964,6,Trinidad and Tobago,711893367.55527
TTO,1976,1,Trinidad and Tobago,2500410583.79177
TTO,1996,2,Trinidad and Tobago,5759537726.26601
TTO,2000,2,Trinidad and Tobago,8154338232.95978
TTO,2004,1,Trinidad and Tobago,13280275123.0354
TTO,2008,6,Trinidad and Tobago,27870257894.2347
TTO,2012,10,Trinidad and Tobago,25694164489.2373
TTO,2016,1,Trinidad and Tobago,21894706041.2353
TUN,1968,2,Tunisia,1214666666.66667
TUN,1972,1,Tunisia,2237476420.03773
TUN,1996,1,Tunisia,19587322786.1105
TUN,2008,1,Tunisia,44856586316.0458
TUN,2012,3,Tunisia,45044112939.3687
TUN,2016,3,Tunisia,42062549394.7859
TUR,1960,9,Turkey,13995067817.5092
TUR,1964,6,Turkey,11177777777.7778
TUR,1968,2,Turkey,17500000000
TUR,1972,1,Turkey,20431095406.3604
TUR,1984,3,Turkey,59989909457.8379
TUR,1988,2,Turkey,90852814004.9917
TUR,1992,6,Turkey,158459130434.783
TUR,1996,6,Turkey,181475555282.555
TUR,2000,5,Turkey,272979390595.01
TUR,2004,11,Turkey,404786740091.196
TUR,2008,7,Turkey,764335657318.479
TUR,2012,5,Turkey,873981786532.072
TUR,2016,8,Turkey,863711710426.514
UGA,1968,2,Uganda,1037815126.05042
UGA,1972,2,Uganda,1491596638.6554599
UGA,1980,1,Uganda,1244610000
UGA,1996,1,Uganda,6044585326.938
UGA,2012,1,Uganda,23132149256.9744
UKR,1996,34,Ukraine,44558077827.135
UKR,2000,35,Ukraine,31261527363.144
UKR,2004,47,Ukraine,64883060725.7003
UKR,2008,31,Ukraine,179992405832.321
UKR,2012,26,Ukraine,175781379051.433
UKR,2016,15,Ukraine,93270479388.5243
USA,1960,125,United States,543300000000
USA,1964,169,United States,685800000000
USA,1968,166,United States,942500000000
USA,1972,171,United States,1282449000000
USA,1976,164,United States,1877587000000
USA,1984,352,United States,4040693000000
USA,1988,207,United States,5252629000000
USA,1992,224,United States,6539299000000
USA,1996,259,United States,8100201000000
USA,2000,242,United States,10284779000000
USA,2004,263,United States,12274928000000
USA,2008,317,United States,14718582000000
USA,2012,248,United States,16155255000000
USA,2016,264,United States,18624475000000
UZB,1996,2,Uzbekistan,13948892215.5689
UZB,2000,4,Uzbekistan,13760374487.51
UZB,2004,5,Uzbekistan,12030023547.8807
UZB,2008,6,Uzbekistan,29549438883.8338
UZB,2012,3,Uzbekistan,51821573338.1312
UZB,2016,13,Uzbekistan,67220335569.6147
VEN,1960,1,"Venezuela, RB",8736939393.93939
VEN,1968,1,"Venezuela, RB",11343444444.4444
VEN,1976,1,"Venezuela, RB",36187023255.814
VEN,1980,1,"Venezuela, RB",67018023255.814
VEN,1984,3,"Venezuela, RB",56091900000
VEN,2004,2,"Venezuela, RB",112453382329.615
VEN,2008,1,"Venezuela, RB",315953388510.678
VEN,2012,1,"Venezuela, RB",381286237847.667
