id,sex,age,height,weight,team,country_code,games,year,season,medal
4,M,34,NA,NA,Denmark/Sweden,DEN,1900 Summer,1900,Summer,Gold
15,M,30,NA,NA,Finland,FIN,1920 Summer,1920,Summer,Bronze
15,M,30,NA,NA,Finland,FIN,1920 Summer,1920,Summer,Bronze
17,M,28,175,64,Finland,FIN,1948 Summer,1948,Summer,Bronze
17,M,28,175,64,Finland,FIN,1948 Summer,1948,Summer,Gold
17,M,28,175,64,Finland,FIN,1948 Summer,1948,Summer,Gold
17,M,28,175,64,Finland,FIN,1948 Summer,1948,Summer,Gold
17,M,32,175,64,Finland,FIN,1952 Summer,1952,Summer,Bronze
21,F,27,163,NA,Norway,NOR,2008 Summer,2008,Summer,Gold
25,M,24,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Silver
29,F,22,NA,NA,Netherlands,NED,1988 Summer,1988,Summer,Bronze
30,M,26,189,72,Netherlands,NED,1996 Summer,1996,Summer,Silver
37,F,23,182,64,Norway,NOR,1996 Summer,1996,Summer,Bronze
38,M,20,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Silver
42,M,25,NA,NA,Taifun,NOR,1912 Summer,1912,Summer,Gold
56,M,21,NA,NA,France,FRA,1956 Summer,1956,Summer,Gold
62,M,21,198,90,Italy,ITA,2016 Summer,2016,Summer,Bronze
63,M,30,194,87,Spain,ESP,2008 Summer,2008,Summer,Bronze
65,F,21,165,49,Azerbaijan,AZE,2016 Summer,2016,Summer,Bronze
67,F,22,179,80,Russia,RUS,2008 Summer,2008,Summer,Silver
72,M,28,180,83,Belarus,BLR,2008 Summer,2008,Summer,Gold
73,M,23,182,86,France,FRA,2008 Summer,2008,Summer,Gold
73,M,27,182,86,France,FRA,2012 Summer,2012,Summer,Gold
73,M,31,182,86,France,FRA,2016 Summer,2016,Summer,Silver
76,M,22,185,82,Cameroon,CMR,2000 Summer,2000,Summer,Gold
80,M,22,186,83,Spain,ESP,1996 Summer,1996,Summer,Gold
84,M,26,165,55,United States,USA,2004 Summer,2004,Summer,Silver
85,M,28,181,82,Spain,ESP,1980 Summer,1980,Summer,Gold
86,M,26,182,67,Spain,ESP,1984 Summer,1984,Summer,Bronze
90,F,21,163,60,Russia,RUS,2004 Summer,2004,Summer,Silver
93,M,38,190,85,France,FRA,2008 Summer,2008,Summer,Gold
99,M,30,181,79,Hungary,HUN,1992 Summer,1992,Summer,Silver
100,M,22,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Bronze
103,M,25,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Bronze
106,M,22,188,96,Italy,ITA,1988 Summer,1988,Summer,Gold
106,M,29,188,96,Italy,ITA,1996 Summer,1996,Summer,Gold
106,M,34,188,96,Italy,ITA,2000 Summer,2000,Summer,Gold
107,M,22,182,90,Italy,ITA,1984 Summer,1984,Summer,Gold
107,M,26,182,90,Italy,ITA,1988 Summer,1988,Summer,Gold
107,M,30,182,90,Italy,ITA,1992 Summer,1992,Summer,Silver
108,M,25,187,97,Italy,ITA,1984 Summer,1984,Summer,Gold
108,M,29,187,97,Italy,ITA,1988 Summer,1988,Summer,Gold
108,M,33,187,97,Italy,ITA,1992 Summer,1992,Summer,Silver
139,M,NA,NA,NA,Thessalonki-1,GRE,1906 Summer,1906,Summer,Bronze
143,M,21,184,87,Australia,AUS,2008 Summer,2008,Summer,Bronze
150,F,23,NA,NA,United States,USA,1900 Summer,1900,Summer,Gold
153,F,23,191,88,United States,USA,2008 Summer,2008,Summer,Silver
165,F,20,175,56,United States,USA,2004 Summer,2004,Summer,Silver
250,M,26,170,80,Iran,IRI,2016 Summer,2016,Summer,Bronze
259,F,21,173,59,Canada,CAN,1984 Summer,1984,Summer,Bronze
297,M,38,169,91,Pakistan,PAK,1960 Summer,1960,Summer,Gold
298,M,23,181,72,Pakistan,PAK,1964 Summer,1964,Summer,Silver
316,M,26,160,62,Soviet Union,URS,1972 Summer,1972,Summer,Gold
337,M,26,169,63,Uzbekistan,UZB,2000 Summer,2000,Summer,Gold
339,M,25,167,55,Azerbaijan,AZE,1996 Summer,1996,Summer,Silver
339,M,29,167,55,Azerbaijan,AZE,2000 Summer,2000,Summer,Gold
351,M,23,202,104,United States,USA,2000 Summer,2000,Summer,Gold
357,M,30,170,84,Tajikistan,TJK,2008 Summer,2008,Summer,Silver
359,M,26,190,125,Unified Team,EUN,1992 Summer,1992,Summer,Gold
379,M,21,160,50,Ethiopia,ETH,1992 Summer,1992,Summer,Bronze
385,M,22,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Silver
394,F,19,160,48,East Germany,GDR,1972 Summer,1972,Summer,Silver
395,F,20,160,62,Canada,CAN,2012 Summer,2012,Summer,Bronze
399,M,20,NA,NA,Fornebo,NOR,1920 Summer,1920,Summer,Silver
401,M,22,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Gold
404,M,15,NA,NA,Vesper Boat Club,USA,1900 Summer,1900,Summer,Gold
404,M,19,NA,NA,Vesper Boat Club,USA,1904 Summer,1904,Summer,Gold
411,M,22,166,58,Ethiopia,ETH,2000 Summer,2000,Summer,Gold
416,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Bronze
416,M,19,181,78,Sweden,SWE,1912 Summer,1912,Summer,Silver
423,M,22,182,84,United States,USA,2000 Summer,2000,Summer,Gold
424,F,17,NA,NA,South Africa,RSA,1956 Summer,1956,Summer,Bronze
428,F,25,159,40,Turkey,TUR,2008 Summer,2008,Summer,Silver
443,M,29,172,82,Bulgaria,BUL,1980 Summer,1980,Summer,Gold
454,M,19,182,68,United States,USA,1932 Summer,1932,Summer,Gold
455,M,19,161,62,Russia,RUS,2012 Summer,2012,Summer,Bronze
455,M,19,161,62,Russia,RUS,2012 Summer,2012,Summer,Silver
455,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Silver
455,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Silver
455,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Bronze
460,M,22,190,78,Soviet Union,URS,1972 Summer,1972,Summer,Silver
460,M,22,190,78,Soviet Union,URS,1972 Summer,1972,Summer,Bronze
465,M,30,197,92,Australia,AUS,2016 Summer,2016,Summer,Bronze
495,M,21,188,87,Egypt,EGY,2012 Summer,2012,Summer,Silver
507,M,21,192,88,Hungary,HUN,1988 Summer,1988,Summer,Bronze
507,M,21,192,88,Hungary,HUN,1988 Summer,1988,Summer,Gold
507,M,25,192,88,Hungary,HUN,1992 Summer,1992,Summer,Silver
509,M,21,175,64,Great Britain,GBR,1980 Summer,1980,Summer,Bronze
514,M,29,191,84,Sweden,SWE,2004 Summer,2004,Summer,Silver
519,M,24,183,75,Great Britain,GBR,1924 Summer,1924,Summer,Gold
519,M,24,183,75,Great Britain,GBR,1924 Summer,1924,Summer,Silver
521,M,21,NA,NA,Norway,NOR,1912 Summer,1912,Summer,Gold
527,M,22,172,61,Sweden,SWE,1920 Summer,1920,Summer,Bronze
543,M,25,198,89,Russia,RUS,2004 Summer,2004,Summer,Bronze
547,F,24,171,60,Soviet Union,URS,1964 Summer,1964,Summer,Silver
576,M,23,198,93,Spain,ESP,2016 Summer,2016,Summer,Bronze
580,F,28,188,77,Russia,RUS,2008 Summer,2008,Summer,Bronze
582,M,22,168,68,Soviet Union,URS,1980 Summer,1980,Summer,Gold
583,M,23,180,68,France,FRA,2004 Summer,2004,Summer,Gold
583,M,27,180,68,France,FRA,2008 Summer,2008,Summer,Gold
608,M,20,178,68,Jordan,JOR,2016 Summer,2016,Summer,Gold
610,F,26,148,46,Japan,JPN,1964 Summer,1964,Summer,Bronze
618,M,25,189,81,Soviet Union,URS,1980 Summer,1980,Summer,Bronze
619,M,20,170,62,Soviet Union,URS,1980 Summer,1980,Summer,Gold
627,F,16,150,40,Romania,ROU,2008 Summer,2008,Summer,Bronze
629,M,24,194,104,France,FRA,2012 Summer,2012,Summer,Gold
639,M,21,NA,NA,Spain,ESP,1920 Summer,1920,Summer,Silver
646,M,21,176,67,Puerto Rico,PUR,1992 Summer,1992,Summer,Bronze
654,M,19,158,52,Mexico,MEX,1984 Summer,1984,Summer,Silver
669,M,18,181,73,Ghana,GHA,1992 Summer,1992,Summer,Bronze
670,M,24,176,75,Switzerland,SUI,1984 Summer,1984,Summer,Silver
673,M,29,165,54,Morocco,MAR,1988 Summer,1988,Summer,Bronze
674,M,27,174,57,Morocco,MAR,1992 Summer,1992,Summer,Bronze
690,F,27,172,72,Netherlands,NED,2012 Summer,2012,Summer,Bronze
690,F,31,172,72,Netherlands,NED,2016 Summer,2016,Summer,Silver
697,M,22,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Gold
698,M,27,179,68,New Zealand,NZL,1976 Summer,1976,Summer,Gold
699,M,22,NA,NA,United States,USA,1920 Summer,1920,Summer,Gold
716,M,20,168,72,Argentina,ARG,2008 Summer,2008,Summer,Gold
723,M,23,188,91,Cuba,CUB,2008 Summer,2008,Summer,Bronze
727,M,27,NA,NA,Uruguay,URU,1952 Summer,1952,Summer,Bronze
745,M,23,162,60,Poland,POL,1980 Summer,1980,Summer,Bronze
762,M,21,NA,NA,United States,USA,1936 Summer,1936,Summer,Gold
766,M,25,187,83,Czechoslovakia,TCH,1976 Summer,1976,Summer,Silver
775,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Bronze
777,M,24,NA,NA,France,FRA,1948 Summer,1948,Summer,Gold
785,M,22,179,78,Poland,POL,1992 Summer,1992,Summer,Silver
807,M,22,188,78,United States,USA,1912 Summer,1912,Summer,Silver
807,M,22,188,78,United States,USA,1912 Summer,1912,Summer,Bronze
813,M,36,NA,NA,United States,USA,1904 Summer,1904,Summer,Silver
818,M,31,NA,NA,United States,USA,1912 Summer,1912,Summer,Gold
830,M,21,178,78,Great Britain,GBR,1980 Summer,1980,Summer,Silver
830,M,25,178,78,Great Britain,GBR,1984 Summer,1984,Summer,Silver
832,F,29,164,51,Great Britain,GBR,2012 Summer,2012,Summer,Gold
832,F,33,164,51,Great Britain,GBR,2016 Summer,2016,Summer,Gold
836,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Gold
836,M,27,188,78,United States,USA,1912 Summer,1912,Summer,Silver
837,F,26,188,81,United States,USA,2016 Summer,2016,Summer,Bronze
846,F,23,193,120,New Zealand,NZL,2008 Summer,2008,Summer,Gold
846,F,27,193,120,New Zealand,NZL,2012 Summer,2012,Summer,Gold
846,F,31,193,120,New Zealand,NZL,2016 Summer,2016,Summer,Silver
849,M,29,189,87,Germany,GER,2012 Summer,2012,Summer,Gold
850,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Gold
851,M,23,171,58,Poland,POL,1960 Summer,1960,Summer,Silver
882,M,17,180,79,Ghana,GHA,1992 Summer,1992,Summer,Bronze
884,M,NA,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Bronze
896,M,22,181,82,Nigeria,NGR,2008 Summer,2008,Summer,Silver
908,M,19,190,80,Nigeria,NGR,2008 Summer,2008,Summer,Silver
918,M,24,179,74,Brazil,BRA,1984 Summer,1984,Summer,Silver
918,M,28,179,74,Brazil,BRA,1988 Summer,1988,Summer,Silver
923,M,22,186,78,Nigeria,NGR,1992 Summer,1992,Summer,Silver
925,F,25,187,65,Brazil,BRA,2012 Summer,2012,Summer,Gold
953,M,23,180,70,France-1,FRA,1992 Summer,1992,Summer,Bronze
953,M,26,180,70,France-1,FRA,1996 Summer,1996,Summer,Gold
957,M,18,NA,NA,Ghana,GHA,1992 Summer,1992,Summer,Bronze
962,M,20,NA,NA,United States,USA,1952 Summer,1952,Summer,Gold
963,M,26,188,80,United States,USA,1996 Summer,1996,Summer,Gold
964,M,32,NA,NA,Great Britain,GBR,1948 Summer,1948,Summer,Silver
966,M,26,180,72,Brazil,BRA,1984 Summer,1984,Summer,Silver
967,M,23,172,62,Germany,GER,1960 Summer,1960,Summer,Silver
968,F,16,NA,NA,Austria,AUT,1912 Summer,1912,Summer,Bronze
973,M,37,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Bronze
974,M,45,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Gold
975,F,39,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,Bronze
977,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Gold
977,M,19,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Gold
977,M,27,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Silver
980,F,19,179,70,Great Britain,GBR,2008 Summer,2008,Summer,Gold
980,F,19,179,70,Great Britain,GBR,2008 Summer,2008,Summer,Gold
980,F,23,179,70,Great Britain,GBR,2012 Summer,2012,Summer,Bronze
980,F,23,179,70,Great Britain,GBR,2012 Summer,2012,Summer,Bronze
1000,M,26,202,100,Lithuania,LTU,2000 Summer,2000,Summer,Bronze
1017,M,19,198,100,United States,USA,2008 Summer,2008,Summer,Gold
1017,M,23,198,100,United States,USA,2012 Summer,2012,Summer,Gold
1017,M,23,198,100,United States,USA,2012 Summer,2012,Summer,Silver
1017,M,23,198,100,United States,USA,2012 Summer,2012,Summer,Gold
1017,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Bronze
1017,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Bronze
1017,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Gold
1017,M,27,198,100,United States,USA,2016 Summer,2016,Summer,Gold
1020,F,25,180,61,Brazil,BRA,1996 Summer,1996,Summer,Silver
1020,F,29,180,61,Brazil,BRA,2000 Summer,2000,Summer,Bronze
1023,F,21,170,65,Brazil,BRA,2000 Summer,2000,Summer,Bronze
1025,M,30,189,87,Hungary,HUN,1996 Summer,1996,Summer,Silver
1046,M,24,189,82,Germany,GER,1964 Summer,1964,Summer,Silver
1071,F,20,158,48,Russia,RUS,2012 Summer,2012,Summer,Silver
1088,F,20,180,62,Nigeria,NGR,1996 Summer,1996,Summer,Silver
1094,F,22,178,70,Romania,ROU,1976 Summer,1976,Summer,Bronze
1095,M,28,175,75,South Africa,RSA,2016 Summer,2016,Summer,Bronze
1104,M,25,173,76,Pakistan,PAK,1964 Summer,1964,Summer,Silver
1107,M,27,193,104,South Africa,RSA,2016 Summer,2016,Summer,Bronze
1109,F,16,148,40,Romania,ROU,1984 Summer,1984,Summer,Gold
1109,F,16,148,40,Romania,ROU,1984 Summer,1984,Summer,Bronze
1114,M,24,187,93,Italy,ITA,2004 Summer,2004,Summer,Bronze
1114,M,27,187,93,Italy,ITA,2008 Summer,2008,Summer,Silver
1122,M,26,180,80,United States,USA,1996 Summer,1996,Summer,Gold
1131,F,23,164,66,France,FRA,2016 Summer,2016,Summer,Silver
1144,M,47,NA,NA,Stella-2,NOR,1920 Summer,1920,Summer,Bronze
1147,M,20,184,80,Soviet Union,URS,1956 Summer,1956,Summer,Bronze
1147,M,24,184,80,Soviet Union,URS,1960 Summer,1960,Summer,Silver
1147,M,28,184,80,Soviet Union,URS,1964 Summer,1964,Summer,Bronze
1169,F,29,172,58,Netherlands,NED,2008 Summer,2008,Summer,Gold
1169,F,33,172,58,Netherlands,NED,2012 Summer,2012,Summer,Gold
1173,M,20,202,90,France,FRA,2012 Summer,2012,Summer,Gold
1173,M,20,202,90,France,FRA,2012 Summer,2012,Summer,Gold
1173,M,20,202,90,France,FRA,2012 Summer,2012,Summer,Silver
1191,F,27,164,62,Hungary,HUN,1964 Summer,1964,Summer,Gold
1192,M,19,170,NA,Italy,ITA,1928 Summer,1928,Summer,Gold
1192,M,23,170,NA,Italy,ITA,1932 Summer,1932,Summer,Bronze
1192,M,23,170,NA,Italy,ITA,1932 Summer,1932,Summer,Silver
1192,M,39,170,NA,Italy,ITA,1948 Summer,1948,Summer,Silver
1201,M,20,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Bronze
1208,M,NA,NA,NA,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906 Summer,1906,Summer,Gold
1211,F,19,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Gold
1220,M,20,172,74,Argentina,ARG,2008 Summer,2008,Summer,Gold
1221,F,23,175,70,Cuba,CUB,2000 Summer,2000,Summer,Gold
1249,M,20,173,64,Cuba,CUB,1980 Summer,1980,Summer,Bronze
1254,F,27,170,67,Spain,ESP,2012 Summer,2012,Summer,Bronze
1262,F,23,167,50,Spain,ESP,2016 Summer,2016,Summer,Silver
1270,M,26,172,64,Cuba,CUB,1992 Summer,1992,Summer,Bronze
1301,F,21,147,47,Indonesia,INA,2016 Summer,2016,Summer,Silver
1313,F,32,172,67,United States,USA,2008 Summer,2008,Summer,Silver
1323,M,22,170,57,Great Britain,GBR,1908 Summer,1908,Summer,Gold
1333,M,21,168,69.5,Finland,FIN,1932 Summer,1932,Summer,Bronze
1346,M,26,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Silver
1348,M,24,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Silver
1350,M,19,NA,NA,United States,USA,1948 Summer,1948,Summer,Gold
1356,M,29,189,80,Germany,GER,2004 Summer,2004,Summer,Bronze
1356,M,41,189,80,Germany,GER,2016 Summer,2016,Summer,Bronze
1359,M,25,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Silver
1364,M,31,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Bronze
1374,M,29,179,72,Indonesia-1,INA,2016 Summer,2016,Summer,Gold
1378,M,23,176,64,Sweden,SWE,1948 Summer,1948,Summer,Gold
1379,M,34,190,88,Germany-1,GER,2000 Summer,2000,Summer,Bronze
1380,F,22,172,52,United States,USA,1992 Summer,1992,Summer,Gold
1380,F,22,172,52,United States,USA,1992 Summer,1992,Summer,Silver
1380,F,22,172,52,United States,USA,1992 Summer,1992,Summer,Gold
1386,M,20,NA,NA,Pakistan,PAK,1992 Summer,1992,Summer,Bronze
1389,M,21,162,62,Pakistan,PAK,1968 Summer,1968,Summer,Gold
1391,M,25,171,67,Pakistan,PAK,1960 Summer,1960,Summer,Gold
1400,M,21,170,62,Pakistan,PAK,1984 Summer,1984,Summer,Gold
1402,M,24,169,75,Pakistan,PAK,1992 Summer,1992,Summer,Bronze
1408,M,28,170,70,Pakistan,PAK,1984 Summer,1984,Summer,Gold
1409,M,27,173,61,Pakistan,PAK,1960 Summer,1960,Summer,Gold
1412,M,27,150,70,Pakistan,PAK,1968 Summer,1968,Summer,Gold
1412,M,30,150,70,Pakistan,PAK,1972 Summer,1972,Summer,Silver
1414,M,23,175,61,Pakistan,PAK,1992 Summer,1992,Summer,Bronze
1424,M,26,NA,NA,Lucky Girl-1,FIN,1912 Summer,1912,Summer,Bronze
1442,M,30,169,66,Mutafo,GER,1964 Summer,1964,Summer,Silver
1443,F,23,178,85,East Germany,GDR,1976 Summer,1976,Summer,Gold
1444,M,28,195,97,United States,USA,2004 Summer,2004,Summer,Gold
1447,F,23,176,70,Chile,CHI,1956 Summer,1956,Summer,Silver
1449,M,16,163,50,Germany,GER,1964 Summer,1964,Summer,Silver
1466,M,26,192,102,Italy,ITA,2012 Summer,2012,Summer,Silver
1466,M,30,192,102,Italy,ITA,2016 Summer,2016,Summer,Bronze
1467,F,26,165,60,Argentina,ARG,2000 Summer,2000,Summer,Silver
1467,F,30,165,60,Argentina,ARG,2004 Summer,2004,Summer,Bronze
1467,F,34,165,60,Argentina,ARG,2008 Summer,2008,Summer,Bronze
1478,F,27,172,74,Italy,ITA,2016 Summer,2016,Summer,Silver
1480,M,32,NA,107,Austria,AUT,1924 Summer,1924,Summer,Silver
1481,M,23,183,75,Germany,GER,2012 Summer,2012,Summer,Bronze
1483,M,21,154,53,Japan,JPN,1956 Summer,1956,Summer,Silver
1483,M,21,154,53,Japan,JPN,1956 Summer,1956,Summer,Silver
1483,M,25,154,53,Japan,JPN,1960 Summer,1960,Summer,Gold
1483,M,25,154,53,Japan,JPN,1960 Summer,1960,Summer,Gold
1485,M,21,156,55,Japan,JPN,1992 Summer,1992,Summer,Bronze
1487,M,28,183,85,Japan,JPN,2004 Summer,2004,Summer,Bronze
1489,M,23,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Bronze
1498,M,19,183,90,Great Britain,GBR,1996 Summer,1996,Summer,Silver
1498,M,23,183,90,Great Britain,GBR,2000 Summer,2000,Summer,Gold
1498,M,27,183,90,Great Britain,GBR,2004 Summer,2004,Summer,Gold
1498,M,31,183,90,Great Britain,GBR,2008 Summer,2008,Summer,Gold
1498,M,35,183,90,Great Britain,GBR,2012 Summer,2012,Summer,Gold
1500,M,22,187,84,United States,USA,2000 Summer,2000,Summer,Gold
1503,M,25,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Gold
1512,M,34,185,85,Great Britain,GBR,1968 Summer,1968,Summer,Bronze
1530,M,27,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Silver
1531,F,30,NA,NA,Great Britain-1,GBR,1912 Summer,1912,Summer,Silver
1534,M,21,173,65,Australia,AUS,1992 Summer,1992,Summer,Silver
1534,M,25,173,65,Australia,AUS,1996 Summer,1996,Summer,Bronze
1534,M,29,173,65,Australia,AUS,2000 Summer,2000,Summer,Gold
1538,M,20,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Gold
1540,M,35,177,88,Ukraine,UKR,2008 Summer,2008,Summer,Gold
1546,F,17,167,45,Greece,GRE,2000 Summer,2000,Summer,Bronze
1551,M,20,172,79,Nigeria,NGR,2016 Summer,2016,Summer,Bronze
1554,M,27,175,93,Cuba,CUB,1992 Summer,1992,Summer,Gold
1554,M,31,175,93,Cuba,CUB,1996 Summer,1996,Summer,Gold
1554,M,35,175,93,Cuba,CUB,2000 Summer,2000,Summer,Silver
1556,M,23,185,75,Nigeria,NGR,2008 Summer,2008,Summer,Silver
1561,M,20,180,62,Canada,CAN,2016 Summer,2016,Summer,Bronze
1564,F,24,164,57,Nigeria,NGR,1996 Summer,1996,Summer,Gold
1569,M,25,185,81,Great Britain,GBR,1984 Summer,1984,Summer,Silver
1569,M,33,185,81,Great Britain,GBR,1992 Summer,1992,Summer,Bronze
1569,M,33,185,81,Great Britain,GBR,1992 Summer,1992,Summer,Bronze
1574,M,19,172,74,Japan,JPN,1984 Summer,1984,Summer,Silver
1574,M,27,172,74,Japan,JPN,1992 Summer,1992,Summer,Bronze
1579,M,23,NA,NA,Turkey,TUR,1948 Summer,1948,Summer,Gold
1595,M,NA,167,57,Turkey,TUR,1956 Summer,1956,Summer,Bronze
1595,M,NA,167,57,Turkey,TUR,1964 Summer,1964,Summer,Silver
1601,M,23,168,62,Turkey,TUR,1972 Summer,1972,Summer,Silver
1618,M,24,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,Gold
1618,M,28,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Silver
1619,M,20,NA,NA,Bissbi,SWE,1932 Summer,1932,Summer,Gold
1622,F,30,178,68,United States,USA,1996 Summer,1996,Summer,Gold
1634,M,25,192,125,Turkey,TUR,2016 Summer,2016,Summer,Gold
1637,F,18,181,80,Soviet Union,URS,1980 Summer,1980,Summer,Gold
1647,M,21,165,56,Uzbekistan,UZB,2016 Summer,2016,Summer,Bronze
1649,M,28,187,79,Russia,RUS,2016 Summer,2016,Summer,Gold
1650,M,21,190,120,Russia,RUS,2008 Summer,2008,Summer,Silver
1652,M,34,184,87,Bulgaria,BUL,1964 Summer,1964,Summer,Silver
1654,F,23,160,52,Soviet Union,URS,1980 Summer,1980,Summer,Bronze
1659,M,26,180,79,Soviet Union,URS,1960 Summer,1960,Summer,Bronze
1662,M,25,172,61,Pakistan,PAK,1968 Summer,1968,Summer,Gold
1665,M,23,173,65,Pakistan,PAK,1984 Summer,1984,Summer,Gold
1673,M,22,188,77,Uganda,UGA,1972 Summer,1972,Summer,Gold
1676,M,24,181,84,Soviet Union,URS,1972 Summer,1972,Summer,Gold
1678,M,27,184,80,Soviet Union,URS,1980 Summer,1980,Summer,Gold
1682,F,22,163,61,United States,USA,2016 Summer,2016,Summer,Gold
1683,F,24,191,79,United States,USA,2012 Summer,2012,Summer,Silver
1683,F,28,191,79,United States,USA,2016 Summer,2016,Summer,Bronze
1698,M,19,178,105,Russia,RUS,2004 Summer,2004,Summer,Silver
1698,M,23,178,105,Russia,RUS,2008 Summer,2008,Summer,Bronze
1700,F,25,165,57,Russia,RUS,2000 Summer,2000,Summer,Bronze
1713,M,26,NA,109,Unified Team,EUN,1992 Summer,1992,Summer,Silver
1716,M,30,187,80,Nigeria,NGR,2016 Summer,2016,Summer,Bronze
1730,F,26,183,74,United States,USA,2016 Summer,2016,Summer,Bronze
1732,F,29,165,58,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
1734,M,21,173,67,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
1734,M,25,173,67,Soviet Union,URS,1980 Summer,1980,Summer,Gold
1740,M,26,201,100,Russia,RUS,1996 Summer,1996,Summer,Bronze
1742,F,17,174,62,Soviet Union,URS,1980 Summer,1980,Summer,Bronze
1758,M,23,192,88,Soviet Union,URS,1976 Summer,1976,Summer,Silver
1762,M,22,187,81,Syria,SYR,2004 Summer,2004,Summer,Bronze
1809,M,41,178,82,Qatar,QAT,2012 Summer,2012,Summer,Bronze
1858,M,33,178,95,Kuwait,KUW,2000 Summer,2000,Summer,Bronze
1858,M,45,178,95,Kuwait,KUW,2012 Summer,2012,Summer,Bronze
1858,M,49,178,95,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Gold
1885,M,40,162,70,Saudi Arabia,KSA,2012 Summer,2012,Summer,Bronze
1889,M,31,175,57,Saudi Arabia,KSA,2000 Summer,2000,Summer,Bronze
1949,M,25,170,63,Pakistan,PAK,1984 Summer,1984,Summer,Gold
2025,M,40,175,67,United Arab Emirates,UAE,2004 Summer,2004,Summer,Gold
2112,M,52,183,83,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Bronze
2134,M,27,178,69,Saudi Arabia,KSA,2012 Summer,2012,Summer,Bronze
2170,M,23,191,72,Saudi Arabia,KSA,2000 Summer,2000,Summer,Silver
2210,F,26,164,55,Spain,ESP,2012 Summer,2012,Summer,Gold
2212,M,33,176,74,Soviet Union,URS,1964 Summer,1964,Summer,Silver
2225,M,23,154,52,Soviet Union,URS,1972 Summer,1972,Summer,Silver
2233,M,26,172,73,Pakistan,PAK,1956 Summer,1956,Summer,Silver
2233,M,30,172,73,Pakistan,PAK,1960 Summer,1960,Summer,Gold
2256,M,25,190,81,Croatia,CRO,1992 Summer,1992,Summer,Silver
2295,M,25,179,80,Italy,ITA,1968 Summer,1968,Summer,Bronze
2302,M,26,NA,NA,France-3,FRA,1920 Summer,1920,Summer,Bronze
2306,M,24,192,156,Russia,RUS,2012 Summer,2012,Summer,Bronze
2307,M,23,182,75,Spain,ESP,2000 Summer,2000,Summer,Silver
2311,M,20,184,75,West Germany,FRG,1984 Summer,1984,Summer,Bronze
2313,M,29,192,82,Italy,ITA,1976 Summer,1976,Summer,Silver
2316,M,NA,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Gold
2317,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Silver
2317,M,NA,NA,NA,Martha-1,FRA,1900 Summer,1900,Summer,Bronze
2322,M,18,182,75,Hungary,HUN,1960 Summer,1960,Summer,Bronze
2342,F,29,179,90,Spain,ESP,2012 Summer,2012,Summer,Bronze
2347,M,30,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Gold
2349,M,26,177,67,Sweden,SWE,1948 Summer,1948,Summer,Bronze
2355,M,20,180,83,Italy,ITA,1968 Summer,1968,Summer,Bronze
2359,M,19,165,66,Russia,RUS,2008 Summer,2008,Summer,Gold
2367,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Bronze
