id,sex,age,height,weight,team,country_code,games,year,season,medal
97902,M,25,181,105,Ma'Lindo,POR,1960 Summer,1960,Summer,Silver
97903,M,30,182,75,Ma'Lindo,POR,1960 Summer,1960,Summer,Silver
97910,M,27,177,69,Australia,AUS,1968 Summer,1968,Summer,Silver
97915,M,21,175,66,United States,USA,1928 Summer,1928,Summer,Gold
97921,F,20,176,66,Canada,CAN,2016 Summer,2016,Summer,Bronze
97925,M,22,180,74,France,FRA,1984 Summer,1984,Summer,Gold
97944,M,24,162,60,Cuba,CUB,2004 Summer,2004,Summer,Gold
97947,F,34,155,62,Spain,ESP,2004 Summer,2004,Summer,Silver
97955,F,25,174,59,Italy,ITA,2008 Summer,2008,Summer,Gold
97962,F,19,179,62,Cuba,CUB,1992 Summer,1992,Summer,Bronze
97967,M,29,185,86,Argentina,ARG,2008 Summer,2008,Summer,Bronze
97970,M,25,185,75,France,FRA,1992 Summer,1992,Summer,Bronze
97972,F,24,173,60,Great Britain,GBR,1960 Summer,1960,Summer,Silver
97978,M,20,189,85,France,FRA,2016 Summer,2016,Summer,Silver
97981,F,24,173,64,Australia,AUS,2016 Summer,2016,Summer,Gold
97988,M,26,197,93,Argentina,ARG,1988 Summer,1988,Summer,Bronze
97990,F,29,165,59,Cuba,CUB,1992 Summer,1992,Summer,Bronze
97990,F,33,165,59,Cuba,CUB,1996 Summer,1996,Summer,Silver
97996,F,26,183,72,Netherlands,NED,1984 Summer,1984,Summer,Bronze
97998,M,28,173,72,Denmark,DEN,2008 Summer,2008,Summer,Bronze
97998,M,32,173,72,Denmark,DEN,2012 Summer,2012,Summer,Gold
98009,M,32,NA,NA,Norway,NOR,1928 Summer,1928,Summer,Silver
98017,M,19,NA,NA,Germany,GER,1936 Summer,1936,Summer,Silver
98032,F,18,NA,NA,Czechoslovakia,TCH,1952 Summer,1952,Summer,Bronze
98040,M,25,203,95,West Germany,FRG,1988 Summer,1988,Summer,Gold
98040,M,28,203,95,Germany,GER,1992 Summer,1992,Summer,Bronze
98049,M,25,180,77,Germany,GER,2012 Summer,2012,Summer,Gold
98057,M,23,180,69,Morocco,MAR,2016 Summer,2016,Summer,Bronze
98059,M,24,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Bronze
98065,M,NA,NA,NA,Guyoni,FRA,1908 Summer,1908,Summer,Bronze
98068,M,28,177,78,Czechoslovakia,TCH,1992 Summer,1992,Summer,Bronze
98071,M,36,NA,NA,Italy,ITA,1948 Summer,1948,Summer,Silver
98071,M,40,NA,NA,Italy,ITA,1952 Summer,1952,Summer,Silver
98086,F,26,171,72,France,FRA,2000 Summer,2000,Summer,Silver
98086,F,38,171,72,France,FRA,2012 Summer,2012,Summer,Bronze
98094,M,28,163,52,Hungary,HUN,1980 Summer,1980,Summer,Silver
98097,M,19,182,70,Hungary,HUN,1908 Summer,1908,Summer,Bronze
98101,M,21,NA,NA,Germany,GER,1936 Summer,1936,Summer,Bronze
98108,M,24,182,79,Yugoslavia,YUG,1984 Summer,1984,Summer,Bronze
98112,F,31,175,67,Ukraine,UKR,2004 Summer,2004,Summer,Bronze
98114,F,16,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Silver
98120,M,26,NA,NA,Germany,GER,1928 Summer,1928,Summer,Gold
98120,M,26,NA,NA,Germany,GER,1928 Summer,1928,Summer,Silver
98120,M,31,NA,NA,Germany,GER,1932 Summer,1932,Summer,Silver
98121,M,21,NA,NA,Germany,GER,1928 Summer,1928,Summer,Gold
98121,M,26,NA,NA,Germany,GER,1932 Summer,1932,Summer,Silver
98123,M,28,186,95,United States,USA,1956 Summer,1956,Summer,Gold
98125,M,22,NA,NA,Yugoslavia,YUG,1956 Summer,1956,Summer,Silver
98130,M,22,176,97,Bulgaria,BUL,1964 Summer,1964,Summer,Gold
98130,M,26,176,97,Bulgaria,BUL,1968 Summer,1968,Summer,Gold
98143,M,20,180,61,Great Britain,GBR,1960 Summer,1960,Summer,Bronze
98143,M,20,180,61,Great Britain,GBR,1960 Summer,1960,Summer,Bronze
98146,M,28,NA,NA,Italy,ITA,1948 Summer,1948,Summer,Silver
98148,F,27,170,70,Italy,ITA,2016 Summer,2016,Summer,Silver
98149,F,25,170,68,Montenegro,MNE,2012 Summer,2012,Summer,Silver
98152,M,30,180,75,Czechoslovakia,TCH,1980 Summer,1980,Summer,Gold
98155,M,19,167,67,Ukraine,UKR,2012 Summer,2012,Summer,Bronze
98162,F,24,169,55,Germany,GER,1928 Summer,1928,Summer,Gold
98166,F,18,187,80,Bulgaria,BUL,1980 Summer,1980,Summer,Silver
98174,M,22,180,76,Great Britain,GBR,1908 Summer,1908,Summer,Gold
98174,M,22,180,76,Great Britain,GBR,1908 Summer,1908,Summer,Gold
98174,M,26,180,76,Great Britain,GBR,1912 Summer,1912,Summer,Gold
98174,M,34,180,76,Great Britain,GBR,1920 Summer,1920,Summer,Gold
98178,F,28,170,60,Serbia,SRB,2016 Summer,2016,Summer,Bronze
98179,F,19,163,60,Germany,GER,1964 Summer,1964,Summer,Silver
98185,M,24,176,79,Yugoslavia,YUG,1952 Summer,1952,Summer,Silver
98185,M,28,176,79,Yugoslavia,YUG,1956 Summer,1956,Summer,Silver
98188,M,24,167,59,Soviet Union,URS,1960 Summer,1960,Summer,Silver
98195,M,23,208,107,Yugoslavia,YUG,1980 Summer,1980,Summer,Gold
98195,M,27,208,107,Yugoslavia,YUG,1984 Summer,1984,Summer,Bronze
98198,F,25,175,65,Montenegro,MNE,2012 Summer,2012,Summer,Silver
98201,M,23,NA,NA,Yugoslavia,YUG,1956 Summer,1956,Summer,Silver
98203,F,29,179,73,Yugoslavia,YUG,1980 Summer,1980,Summer,Silver
98206,M,31,160,75,West Germany,FRG,1984 Summer,1984,Summer,Gold
98215,F,25,178,71,Romania,ROU,2000 Summer,2000,Summer,Bronze
98217,M,26,156,60,Romania,ROU,1984 Summer,1984,Summer,Silver
98220,F,16,148,37,Romania,ROU,2000 Summer,2000,Summer,Gold
98220,F,16,148,37,Romania,ROU,2000 Summer,2000,Summer,Silver
98222,M,17,165,55,Romania,ROU,1984 Summer,1984,Summer,Silver
98222,M,25,165,55,Romania,ROU,1992 Summer,1992,Summer,Bronze
98222,M,25,165,55,Romania,ROU,1992 Summer,1992,Summer,Gold
98227,M,28,213,130,Serbia,SRB,2016 Summer,2016,Summer,Silver
98230,M,31,207,103,Italy,ITA,2004 Summer,2004,Summer,Silver
98231,M,20,191,83,Yugoslavia,YUG,1988 Summer,1988,Summer,Silver
98232,F,27,179,71,Hungary,HUN,2000 Summer,2000,Summer,Silver
98239,M,39,NA,NA,Hungary,HUN,1924 Summer,1924,Summer,Silver
98239,M,43,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Gold
98240,F,27,178,73,Soviet Union,URS,1980 Summer,1980,Summer,Gold
98242,M,31,NA,NA,Germany,GER,1956 Summer,1956,Summer,Bronze
98261,M,22,172,65,Brazil,BRA,2012 Summer,2012,Summer,Silver
98282,M,22,172,67,Brazil,BRA,2008 Summer,2008,Summer,Bronze
98283,M,23,172,65,Brazil,BRA,2016 Summer,2016,Summer,Gold
98309,M,22,183,79,United States,USA,1936 Summer,1936,Summer,Gold
98312,M,26,190,75,Sweden,SWE,1980 Summer,1980,Summer,Bronze
98314,M,25,178,64,Italy,ITA,1936 Summer,1936,Summer,Silver
98315,M,29,167,NA,Italy,ITA,1932 Summer,1932,Summer,Silver
98315,M,33,167,NA,Italy,ITA,1936 Summer,1936,Summer,Silver
98315,M,33,167,NA,Italy,ITA,1936 Summer,1936,Summer,Gold
98315,M,45,167,NA,Italy,ITA,1948 Summer,1948,Summer,Silver
98316,F,20,172,60,Italy,ITA,1960 Summer,1960,Summer,Bronze
98316,F,24,172,60,Italy,ITA,1964 Summer,1964,Summer,Bronze
98316,F,32,172,60,Italy,ITA,1972 Summer,1972,Summer,Gold
98322,M,18,166,66,Racing Club de France,FRA,1900 Summer,1900,Summer,Silver
98325,F,27,179,70,Italy,ITA,2004 Summer,2004,Summer,Gold
98343,M,27,165,62,Iran,IRI,2016 Summer,2016,Summer,Bronze
98347,M,29,169,54,Germany,GER,2004 Summer,2004,Summer,Bronze
98353,M,50,NA,NA,United States Golf Association-3,USA,1904 Summer,1904,Summer,Bronze
98361,M,24,169,68,India,IND,1968 Summer,1968,Summer,Bronze
98367,M,17,NA,NA,Ghana,GHA,1992 Summer,1992,Summer,Bronze
98393,F,18,172,57,Canada,CAN,1984 Summer,1984,Summer,Bronze
98400,M,27,175,72,Romania,ROU,2000 Summer,2000,Summer,Bronze
98406,F,27,162,61,Ukraine,UKR,2004 Summer,2004,Summer,Bronze
98411,M,24,192,98,United States,USA,2008 Summer,2008,Summer,Silver
98412,M,21,NA,NA,Finland,FIN,1908 Summer,1908,Summer,Bronze
98416,M,NA,NA,NA,Mohawk Indians-2,CAN,1904 Summer,1904,Summer,Bronze
98419,M,30,187,71,France,FRA,2016 Summer,2016,Summer,Bronze
98424,M,23,190,93,Italy,ITA,2000 Summer,2000,Summer,Gold
98424,M,31,190,93,Italy,ITA,2008 Summer,2008,Summer,Silver
98435,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Bronze
98435,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Silver
98437,F,18,157,52,United States,USA,2012 Summer,2012,Summer,Gold
98437,F,18,157,52,United States,USA,2012 Summer,2012,Summer,Gold
98437,F,18,157,52,United States,USA,2012 Summer,2012,Summer,Bronze
98437,F,22,157,52,United States,USA,2016 Summer,2016,Summer,Silver
98437,F,22,157,52,United States,USA,2016 Summer,2016,Summer,Gold
98437,F,22,157,52,United States,USA,2016 Summer,2016,Summer,Silver
98448,M,33,190,95,Estonia,EST,2016 Summer,2016,Summer,Bronze
98453,M,26,NA,NA,India,IND,1952 Summer,1952,Summer,Gold
98468,M,29,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Gold
98468,M,41,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,Gold
98468,M,45,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Gold
98469,M,24,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Gold
98479,M,30,204,96,Yugoslavia,YUG,1968 Summer,1968,Summer,Silver
98480,M,35,190,88,Hungary,HUN,1996 Summer,1996,Summer,Silver
98481,F,22,173,64,Hungary,HUN,1976 Summer,1976,Summer,Bronze
98481,F,22,173,64,Hungary,HUN,1976 Summer,1976,Summer,Silver
98487,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,Gold
98491,M,24,178,75,Bulgaria,BUL,1956 Summer,1956,Summer,Bronze
98493,F,24,178,76,Belgium,BEL,1992 Summer,1992,Summer,Bronze
98495,M,22,176,77,Kazakhstan,KAZ,2016 Summer,2016,Summer,Gold
98498,M,30,188,145,Soviet Union,URS,1980 Summer,1980,Summer,Gold
98501,F,27,180,63,Russia,RUS,2004 Summer,2004,Summer,Bronze
98501,F,31,180,63,Russia,RUS,2008 Summer,2008,Summer,Bronze
98507,M,26,179,78,Soviet Union,URS,1964 Summer,1964,Summer,Gold
98507,M,30,179,78,Soviet Union,URS,1968 Summer,1968,Summer,Silver
98507,M,30,179,78,Soviet Union,URS,1968 Summer,1968,Summer,Gold
98507,M,34,179,78,Soviet Union,URS,1972 Summer,1972,Summer,Silver
98510,F,34,166,55,Poland,POL,1956 Summer,1956,Summer,Bronze
98514,M,21,170,70,Hungary,HUN,1960 Summer,1960,Summer,Bronze
98532,F,19,176,69,Hungary,HUN,1980 Summer,1980,Summer,Bronze
98532,F,27,176,69,Hungary,HUN,1988 Summer,1988,Summer,Silver
98540,F,23,178,68,Australia,AUS,2012 Summer,2012,Summer,Bronze
98552,M,32,193,84,United States-1,USA,2016 Summer,2016,Summer,Silver
98590,M,30,184,90,Lithuania,LTU,2016 Summer,2016,Summer,Bronze
98605,M,32,194,100,France,FRA,2004 Summer,2004,Summer,Bronze
98607,M,40,178,75,Spain,ESP,2004 Summer,2004,Summer,Silver
98608,M,21,200,86,United States,USA,1964 Summer,1964,Summer,Bronze
98610,M,24,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Gold
98615,F,18,169,61,United States,USA,1964 Summer,1964,Summer,Silver
98618,F,16,160,51,United States,USA,1956 Summer,1956,Summer,Silver
98623,M,21,179,64,Brazil,BRA,2008 Summer,2008,Summer,Bronze
98630,M,22,186,75,Cuba,CUB,2004 Summer,2004,Summer,Gold
98637,M,22,178,65,Colombia,COL,2016 Summer,2016,Summer,Bronze
98639,F,20,176,67,Cuba,CUB,2004 Summer,2004,Summer,Bronze
98650,M,20,178,66,Cuba,CUB,1968 Summer,1968,Summer,Silver
98660,F,14,171,62,Mexico,MEX,1968 Summer,1968,Summer,Bronze
98669,M,18,165,56,Cuba,CUB,2012 Summer,2012,Summer,Gold
98669,M,22,165,56,Cuba,CUB,2016 Summer,2016,Summer,Gold
98673,F,28,NA,NA,Spain,ESP,1992 Summer,1992,Summer,Gold
98678,M,25,NA,NA,Sweden,SWE,1928 Summer,1928,Summer,Silver
98692,M,25,170,65,Russia,RUS,2016 Summer,2016,Summer,Gold
98694,M,29,NA,NA,Mexico,MEX,1936 Summer,1936,Summer,Bronze
98712,M,24,155,48,Cuba,CUB,1980 Summer,1980,Summer,Silver
98724,M,23,180,74,Spain,ESP,1976 Summer,1976,Summer,Silver
98724,M,27,180,74,Spain,ESP,1980 Summer,1980,Summer,Bronze
98747,F,31,170,72,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
98748,M,31,200,100,Germany,GER,2004 Summer,2004,Summer,Silver
98753,M,22,NA,NA,France,FRA,1932 Summer,1932,Summer,Bronze
98756,M,23,185,75,Great Britain,GBR,1932 Summer,1932,Summer,Silver
98756,M,27,185,75,Great Britain,GBR,1936 Summer,1936,Summer,Gold
98761,F,33,167,56,Great Britain,GBR,1992 Summer,1992,Summer,Bronze
98772,M,25,186,85,Switzerland,SUI,1988 Summer,1988,Summer,Silver
98773,F,37,170,59,Switzerland,SUI,1976 Summer,1976,Summer,Silver
98775,M,33,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
98777,M,26,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Silver
98793,M,20,175,63,India,IND,1980 Summer,1980,Summer,Gold
98799,M,21,NA,NA,Pakistan,PAK,1992 Summer,1992,Summer,Bronze
98805,M,24,175,74,Italy,ITA,1964 Summer,1964,Summer,Silver
98807,M,27,188,86,Australia,AUS,1968 Summer,1968,Summer,Silver
98814,M,29,186,72,Poland,POL,2008 Summer,2008,Summer,Silver
98817,F,23,190,83,Australia,AUS,2008 Summer,2008,Summer,Silver
98822,F,16,165,57,United States,USA,1964 Summer,1964,Summer,Bronze
98828,M,32,180,74,Italy,ITA,1996 Summer,1996,Summer,Gold
98828,M,36,180,74,Italy,ITA,2000 Summer,2000,Summer,Gold
98829,M,NA,NA,NA,"Marinai della nave da guerra ""Varese""",ITA,1906 Summer,1906,Summer,Bronze
98837,M,18,172,51,United States,USA,1976 Summer,1976,Summer,Gold
98853,M,34,NA,NA,Romania,ROU,1936 Summer,1936,Summer,Silver
98855,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Bronze
98855,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Bronze
98861,M,20,174,65,Great Britain,GBR,1924 Summer,1924,Summer,Silver
98861,M,24,174,65,Great Britain,GBR,1928 Summer,1928,Summer,Silver
98861,M,24,174,65,Great Britain,GBR,1928 Summer,1928,Summer,Bronze
98863,F,19,174,55,Bulgaria,BUL,2004 Summer,2004,Summer,Bronze
98874,M,32,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
98874,M,32,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
98874,M,32,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,Silver
98886,M,26,198,101,Great Britain,GBR,2012 Summer,2012,Summer,Bronze
98886,M,30,198,101,Great Britain,GBR,2016 Summer,2016,Summer,Gold
98888,M,25,172,67,Finland,FIN,1964 Summer,1964,Summer,Bronze
98890,F,27,180,67,Denmark,DEN,1996 Summer,1996,Summer,Gold
98890,F,32,180,67,Denmark,DEN,2000 Summer,2000,Summer,Gold
98894,F,26,174,69,Finland,FIN,1996 Summer,1996,Summer,Gold
98902,M,22,NA,NA,United States,USA,1936 Summer,1936,Summer,Gold
98908,M,24,168,74,Italy,ITA,1972 Summer,1972,Summer,Bronze
98909,M,23,193,98,Serbia,SRB,2016 Summer,2016,Summer,Gold
98916,M,34,NA,NA,"Bagatelle Polo Club, Paris",FRA,1900 Summer,1900,Summer,Bronze
98919,M,26,178,86,Greece,GRE,1980 Summer,1980,Summer,Bronze
98926,F,27,168,60,United States,USA,2012 Summer,2012,Summer,Gold
98931,F,23,177,64,Norway,NOR,2000 Summer,2000,Summer,Gold
98936,F,19,178,66,United States,USA,1984 Summer,1984,Summer,Silver
98936,F,19,178,66,United States,USA,1984 Summer,1984,Summer,Gold
98940,F,22,191,71,Brazil,BRA,2000 Summer,2000,Summer,Bronze
98949,M,18,NA,NA,Denmark,DEN,1952 Summer,1952,Summer,Gold
98951,M,26,198,101,Canada,CAN,1992 Summer,1992,Summer,Gold
98959,M,29,188,107,Soviet Union,URS,1980 Summer,1980,Summer,Gold
98966,M,24,NA,NA,Egypt,EGY,1952 Summer,1952,Summer,Bronze
98968,M,21,170,75,Pakistan,PAK,1968 Summer,1968,Summer,Gold
98968,M,25,170,75,Pakistan,PAK,1972 Summer,1972,Summer,Silver
98968,M,29,170,75,Pakistan,PAK,1976 Summer,1976,Summer,Bronze
98979,M,28,198,140,Egypt,EGY,1984 Summer,1984,Summer,Silver
98982,F,25,191,72,Serbia,SRB,2016 Summer,2016,Summer,Silver
98991,M,18,NA,NA,Soviet Union,URS,1976 Summer,1976,Summer,Bronze
98991,M,18,NA,NA,Soviet Union,URS,1976 Summer,1976,Summer,Silver
98992,F,18,161,40,Belarus,BLR,2000 Summer,2000,Summer,Silver
98995,M,24,184,78,Sweden,SWE,1980 Summer,1980,Summer,Bronze
98995,M,28,184,78,Sweden,SWE,1984 Summer,1984,Summer,Silver
98997,M,24,185,88,Denmark,DEN,2008 Summer,2008,Summer,Silver
98998,M,27,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Silver
98999,M,22,NA,NA,Denmark,DEN,1908 Summer,1908,Summer,Silver
99000,F,26,167,63,Denmark,DEN,1984 Summer,1984,Summer,Bronze
99005,M,35,NA,NA,Denmark,DEN,1928 Summer,1928,Summer,Silver
99019,M,25,178,68,Denmark,DEN,1980 Summer,1980,Summer,Gold
99021,F,22,187,79,Denmark,DEN,2016 Summer,2016,Summer,Bronze
99022,M,26,183,75,Denmark,DEN,2008 Summer,2008,Summer,Bronze
99022,M,30,183,75,Denmark,DEN,2012 Summer,2012,Summer,Gold
99029,M,28,187,99,Denmark,DEN,1984 Summer,1984,Summer,Silver
99030,M,25,201,90,Denmark,DEN,1984 Summer,1984,Summer,Bronze
99033,M,20,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Silver
99036,M,26,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Gold
99039,M,24,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Silver
99051,M,18,179,79,Pakistan,PAK,1972 Summer,1972,Summer,Silver
99051,M,22,179,79,Pakistan,PAK,1976 Summer,1976,Summer,Bronze
99052,M,25,175,72,Pakistan,PAK,1956 Summer,1956,Summer,Silver
99052,M,29,175,72,Pakistan,PAK,1960 Summer,1960,Summer,Gold
99072,M,25,170,57,Finland,FIN,1920 Summer,1920,Summer,Gold
99072,M,29,170,57,Finland,FIN,1924 Summer,1924,Summer,Gold
99077,F,27,167,60,Soviet Union,URS,1960 Summer,1960,Summer,Silver
99077,F,27,167,60,Soviet Union,URS,1960 Summer,1960,Summer,Gold
99077,F,31,167,60,Soviet Union,URS,1964 Summer,1964,Summer,Silver
99078,M,26,200,119,Russia,RUS,2004 Summer,2004,Summer,Bronze
99088,M,26,180,72,Great Britain,GBR,2000 Summer,2000,Summer,Silver
99103,M,34,188,85,India,IND,2004 Summer,2004,Summer,Silver
99108,M,17,NA,NA,Christian Brothers' College-1,USA,1904 Summer,1904,Summer,Silver
99113,M,21,177,78,Hungary,HUN,1972 Summer,1972,Summer,Silver
99114,F,27,162,58,Azerbaijan,AZE,2012 Summer,2012,Summer,Bronze
99116,M,22,198,86,United States,USA,1972 Summer,1972,Summer,Silver
99124,M,26,180,NA,Joy,GBR,1932 Summer,1932,Summer,Silver
99125,M,32,NA,NA,Sorais-2,GBR,1908 Summer,1908,Summer,Bronze
99139,M,26,190,105,Finland,FIN,1988 Summer,1988,Summer,Bronze
99139,M,30,190,105,Finland,FIN,1992 Summer,1992,Summer,Silver
99139,M,34,190,105,Finland,FIN,1996 Summer,1996,Summer,Bronze
99147,M,26,173,NA,Austria,AUT,1952 Summer,1952,Summer,Bronze
99147,M,30,173,NA,Austria,AUT,1956 Summer,1956,Summer,Bronze
99149,M,21,196,89,United States,USA,2000 Summer,2000,Summer,Silver
99150,M,21,206,104,United States,USA,2000 Summer,2000,Summer,Gold
99155,M,26,187,82,Austria,AUT,1968 Summer,1968,Summer,Silver
99155,M,37,187,82,Austria,AUT,1980 Summer,1980,Summer,Silver
99162,M,25,172,62,Finland,FIN,1984 Summer,1984,Summer,Bronze
99163,M,21,174,85,Finland,FIN,1952 Summer,1952,Summer,Silver
99165,M,18,179,82,Germany,GER,2000 Summer,2000,Summer,Bronze
99165,M,22,179,82,Germany,GER,2004 Summer,2004,Summer,Gold
99165,M,26,179,82,Germany,GER,2008 Summer,2008,Summer,Silver
99165,M,34,179,82,Germany,GER,2016 Summer,2016,Summer,Bronze
99166,M,27,181,85,West Germany,FRG,1984 Summer,1984,Summer,Silver
99175,M,21,NA,NA,Germany,GER,1904 Summer,1904,Summer,Bronze
99175,M,21,NA,NA,Germany,GER,1904 Summer,1904,Summer,Gold
99175,M,21,NA,NA,Germany,GER,1904 Summer,1904,Summer,Gold
99175,M,23,NA,NA,Germany,GER,1906 Summer,1906,Summer,Silver
99186,M,33,189,86,Finland,FIN,1948 Summer,1948,Summer,Gold
99196,M,20,175,73,Italy,ITA,1936 Summer,1936,Summer,Gold
99197,M,29,180,73,Italy,ITA,1960 Summer,1960,Summer,Bronze
99197,M,33,180,73,Italy,ITA,1964 Summer,1964,Summer,Silver
99201,M,26,NA,NA,Independent Rowing Club-3,USA,1904 Summer,1904,Summer,Bronze
99202,M,21,184,72,Italy,ITA,1964 Summer,1964,Summer,Gold
99206,M,26,171,71,Mongolia,MGL,1980 Summer,1980,Summer,Bronze
99227,M,28,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Silver
99232,M,26,171,81,Fiji,FIJ,2016 Summer,2016,Summer,Gold
99237,M,24,189,105,Fiji,FIJ,2016 Summer,2016,Summer,Gold
99245,M,33,NA,NA,Foxhunters Hurlingham,GBR,1900 Summer,1900,Summer,Gold
99246,F,15,NA,NA,United States,USA,1932 Summer,1932,Summer,Silver
99246,F,19,NA,NA,United States,USA,1936 Summer,1936,Summer,Silver
99246,F,19,NA,NA,United States,USA,1936 Summer,1936,Summer,Bronze
99249,M,27,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Gold
99252,F,18,152,48,United States,USA,2000 Summer,2000,Summer,Bronze
99254,M,30,165,54,United States,USA,1924 Summer,1924,Summer,Bronze
99263,M,26,174,74,Bulgaria,BUL,1980 Summer,1980,Summer,Gold
99266,M,26,178,100,Bulgaria,BUL,1980 Summer,1980,Summer,Gold
99269,M,35,191,87,Netherlands,NED,1992 Summer,1992,Summer,Silver
99269,M,35,191,87,Netherlands,NED,1992 Summer,1992,Summer,Gold
99273,F,38,165,55,United States-1,USA,2012 Summer,2012,Summer,Bronze
99274,M,24,NA,NA,South Africa,RSA,1920 Summer,1920,Summer,Gold
99278,M,25,193,86,United States,USA,1972 Summer,1972,Summer,Silver
99281,M,21,172,78,France,FRA,2016 Summer,2016,Summer,Bronze
99285,M,31,178,NA,United States,USA,1920 Summer,1920,Summer,Bronze
99316,M,23,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Gold
99321,M,27,190,90,Yugoslavia,YUG,1968 Summer,1968,Summer,Silver
99326,M,34,181,105,Ukraine,UKR,2004 Summer,2004,Summer,Silver
99328,F,18,184,80,Soviet Union,URS,1980 Summer,1980,Summer,Gold
99335,M,21,210,105,Yugoslavia,YUG,1988 Summer,1988,Summer,Silver
99335,M,25,210,105,Croatia,CRO,1992 Summer,1992,Summer,Silver
99336,M,23,187,94,Serbia,SRB,2008 Summer,2008,Summer,Bronze
99336,M,27,187,94,Serbia,SRB,2012 Summer,2012,Summer,Bronze
99338,M,21,197,95,Yugoslavia,YUG,1988 Summer,1988,Summer,Gold
99340,M,31,194,89,Yugoslavia,YUG,1984 Summer,1984,Summer,Gold
99344,F,25,172,55,Canada,CAN,1996 Summer,1996,Summer,Silver
99346,M,26,185,83,United States,USA,2004 Summer,2004,Summer,Gold
99354,M,25,178,64,New Zealand,NZL,1956 Summer,1956,Summer,Gold
99380,M,25,190,80,Italy,ITA,1984 Summer,1984,Summer,Bronze
99381,F,23,163,55,Argentina,ARG,2008 Summer,2008,Summer,Bronze
99381,F,27,163,55,Argentina,ARG,2012 Summer,2012,Summer,Silver
99396,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Bronze
99396,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Bronze
99403,M,19,184,72,France,FRA,1968 Summer,1968,Summer,Gold
99410,M,24,211,112,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Silver
99412,M,23,180,NA,France,FRA,1948 Summer,1948,Summer,Silver
99423,M,22,186,85,Finland,FIN,1980 Summer,1980,Summer,Gold
99425,F,22,162,48,Australia,AUS,2008 Summer,2008,Summer,Gold
99435,M,20,184,78,West Germany,FRG,1984 Summer,1984,Summer,Silver
99435,M,24,184,78,West Germany,FRG,1988 Summer,1988,Summer,Silver
99436,M,33,201,98,Germany-1,GER,2012 Summer,2012,Summer,Gold
99437,M,22,189,75,Netherlands,NED,2004 Summer,2004,Summer,Silver
99438,M,31,NA,NA,"Philadelphia Turngemeinde, Philadelphia",USA,1904 Summer,1904,Summer,Gold
99446,M,23,181,72,United States,USA,1908 Summer,1908,Summer,Silver
99448,M,29,168,62,Hungary,HUN,1976 Summer,1976,Summer,Bronze
99450,M,NA,NA,NA,Mohawk Indians-2,CAN,1904 Summer,1904,Summer,Bronze
99455,M,24,178,74,United States,USA,1932 Summer,1932,Summer,Silver
99456,M,28,198,98,United States,USA,2008 Summer,2008,Summer,Gold
99460,F,22,170,68,United States,USA,2004 Summer,2004,Summer,Gold
99470,F,28,181,62,Germany,GER,1992 Summer,1992,Summer,Gold
99472,M,22,193,103,Great Britain,GBR,1984 Summer,1984,Summer,Gold
99472,M,26,193,103,Great Britain,GBR,1988 Summer,1988,Summer,Gold
99472,M,26,193,103,Great Britain,GBR,1988 Summer,1988,Summer,Bronze
99472,M,30,193,103,Great Britain,GBR,1992 Summer,1992,Summer,Gold
99472,M,34,193,103,Great Britain,GBR,1996 Summer,1996,Summer,Gold
99472,M,38,193,103,Great Britain,GBR,2000 Summer,2000,Summer,Gold
99478,M,26,173,140,Belgium,BEL,1968 Summer,1968,Summer,Silver
99485,M,32,193,83,Hungary,HUN,2016 Summer,2016,Summer,Bronze
99504,M,33,NA,NA,Gyrinus-1,GBR,1908 Summer,1908,Summer,Gold
99504,M,33,NA,NA,Gyrinus-1,GBR,1908 Summer,1908,Summer,Gold
99505,M,21,162,51,Yugoslavia,YUG,1984 Summer,1984,Summer,Silver
